 
				
					
					
				Nombre;Descripción del conjunto de datos;Sector;Palabras clave:;Fecha de incorporación al catálogo:;Última actualización de los metadatos:;Frecuencia de actualización:;Editor:;Licencia:;Lugar:;Formatos
Centros Culturales Municipales;" Centros Culturales, Socioculturales y Juveniles del Ayuntamiento de Madrid (incluídos aquellos en los que el Ayuntamiento es miembro del consorcio titular). Datos de localización, contacto, horario, servicios y actividades. Referencias a Barrios y Distritos de la ciudad. ";cultura-ocio;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Puntos Limpios (fijos y móviles);"Información de datos y coordenadas de localización, horarios y servicios de los distintos puntos limpios municipales de la ciudad de Madrid";medio-ambiente;;12/03/2014;;semestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Oficinas de Línea Madrid;" Línea Madrid es la marca que identifica la atención al ciudadano dentro de Ayuntamiento de Madrid, integrando los distintos medios y canales existentes para relacionarse con el Ayuntamiento. Estos canales son en la actualidad el telefónico (teléfono 010), el presencial (red de oficinas Línea Madrid) y los dos canales de Internet: la página web www.madrid.es y la cuenta de  Twitter  @Lineamadrid.  En este conjunto de datos se presenta la relación de oficinas presenciales, que complementan a la atención telefónica y la atención via  Twitter.  No hay que confundir las oficinas de Linea Madrid con las oficinas de atención al contribuyente. Estas últimas (son 5 y no están incluidas en este conjunto de datos) son las oficinas que presenta la Agencia Tributaria del Ayuntamiento de Madrid para la atención ciudadana con respecto a impuestos, tributos, tasas, ... etc.    A la derecha, en documentación asociada, tiene un documento explicativo.  ";sector-publico;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Callejero: histórico de viales y calles;" Datos de evolución histórica de los viales de la ciudad de Madrid: nombres y fechas de cambio. Si le interesa la información vigente del callejero, tiene otro dataset con dicha información llamado &quot;Callejero vigente de la ciudad: calles o viales, edificios y/o numeraciones, tramos postales y cruces&quot;   A la derecha, en documentación asociada, tiene un documento explicativo.   ";urbanismo-infraestructuras;Vía pública,;12/03/2014;12/03/2014 00:00;mensual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,txt,
Callejero vigente de la ciudad: calles o viales, edificios y/o numeraciones, tramos postales y cruces (Pendiente de Modificar);"  Importante:     Existe un nuevo conjunto de datos publicado en el Portal con el  Callejero Oficial del Ayuntamiento de Madrid . Este conjunto de datos, se irá modificando dejando solamente aquella información agregada o complementaria, referente a las calles de la ciudad.   Presenta el listado de viales vigentes (unos 10.000), y portales y/o edificios de la ciudad (unos 200.000), con todo detalle de los mismos: coordenadas geográficas, cruces de viales, tramos de viales con código postal, tramos de vial con zona  S.E.R.  e incluso población por calles (por seguridad, solamente para aquellas calles que tengan empadronados más de 50 habitantes).  Si le interesa la información histórica del callejero, y como han ido cambiando de nombre los viales, existe otro dataset llamado &quot;Callejero: histórico de viales y calles&quot;, con dicha información.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";urbanismo-infraestructuras;Vía pública,;12/03/2014;;mensual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,txt,
Censo de locales y sus actividades;" Fichero de microdatos del censo de locales y actividades del Ayuntamiento de Madrid, clasificados según su tipo de acceso (puerta de calle o agrupado), situación (abierto, cerrado...) e indicación de la actividad económica ejercida.   La información (relativa a los epígrafes asociados al local) es sólo a efectos estadísticos . La información sobre las licencias urbanísticas otorgadas al local se obtiene a través de la consulta de licencias concedidas que existe en la web municipal (Consulta de licencias concedidas desde 2005).   A la derecha, en documentación asociada, tiene un documento explicativo.  ";economia;;12/03/2014;13/04/2015 00:00;mensual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,txt,
Distritos y barrios (información de perímetro, superficie y geográfica);" Códigos y nombres de los distritos y barrios de Madrid, su asociación entre ambos, información de superfície, perimetro e información geografica referida a  ED50  y  ETRS89 . Si se quiere saber la población de un distrito, en el dataset de padrón se puede calcular dicha información. Si se quiere conocer la población de una calle, en el dataset de Callejero Vigente existe un fichero el de viales que indica la población de las mismas (por motivos de seguridad, existe un límite inferior de 50 personas empadronadas en la calle, por debajo de la cual, no se indica la población). ";urbanismo-infraestructuras;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,shp,txt,
Bibliotecas municipales: Catálogo;" El catálogo de la Red de Bibliotecas Municipales del Ayuntamiento de Madrid ofrece información para la realización de búsquedas sobre los fondos de todas las bibliotecas municipales  y a las cuales cualquier ciudadano puede acceder.   En esta información descargable también esta incluido el catálogo de la La Biblioteca Técnica, que es un centro de apoyo al estudio y la investigación, integrada por recursos bibliográficos y documentales relacionados con el gobierno y administración municipal. El material de dicha biblioteca,  solo está disponible para trabajadores del Ayuntamiento de Madrid y para investigadores .   La información se proporciona en el  formato estandar en la Gestión bibliotecaria :    MARC xml   (del inglés:  Machine Readable Cataloging ), es un estándar digital internacional de descripción de información bibliográfica desarrollado por la Biblioteca del Congreso de Estados Unidos durante la década de 1960. Desde 1973, es estándar internacional.   Existen en el Portal otros 3 conjuntos de datos, que se encuentran relacionados con este como son:    Actividades gratuitas en  Bibliotecas  Municipales en los próximos 60 días     Bibliotecas  y bibliobuses en la ciudad de Madrid     Bibliotecas  Municipales: Préstamos Activos    A la derecha, en documentación asociada, tiene un documento explicativo con la estructura de los campos de los ficheros que se pueden descargar. ";cultura-ocio;Cultura y Ocio,;12/03/2014;08/08/2014 00:00;mensual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,
Padrón Municipal;" Información del Padrón municipal de habitantes de la ciudad de Madrid, detallado a nivel de distrito, barrio y sección censal, y agregado por sexo y edad.   Puede encontrar mucha más información demográfica en la sección de  demografía y población  en la web municipal, asi como en el  Banco de Datos , de la sección estadística, permitiendo esta última construir consultas bajo demanda.   La información presentada, se obtiene a final de cada mes, según la fecha de actualización.  ";demografia;;12/03/2014;;mensual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,txt,
Oposiciones y empleo;" Información de ofertas de empleo y oposiciones del Ayuntamiento de Madrid: fechas, bases, plazos, motivos, tribunales, ejercicios, resultados, etc. ";empleo;;12/03/2014;;diaria;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;rss,
Zonas del Servicio de Estacionamiento Regulado, S.E.R.;" Viales de la ciudad y su zona  S.E.R.  asociada. Tambien existe en el catálogo otro dataset como el de numeraciones, que tambien indica a nivel de portal de cada calle el código de la zona correspondiente. ";urbanismo-infraestructuras;;12/03/2014;12/03/2014 11:30;mensual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,txt,
Expedientes de contratación licitados;" Datos de los expedientes de contratación del Ayuntamiento licitados hasta la fecha. Esta información tambien se encuentra accesible en la web municipal en el apartado Perfil del Contratante. ";hacienda;;12/03/2014;;diaria;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xml,
Cartografía del Ayuntamiento de Madrid, actualizada con el vuelo realizado en 2010. Servicio WMS;" Cartografía del Ayuntamiento de Madrid, realizada a partir de restitución fotogramétrica y actualizada con el vuelo realizado en 2010. La restitución se apoya en la red topográfica municipal e incorpora la información del parcelario catastral y del callejero municipal actualizado a 2013. El presente    WMS    se ha diseñado con la cartografía elaborada para las escalas 1.000, 5.000 y 20.000, por lo que en las escalas que no sean las tres de referencia se ha adaptado la representación de forma que se obtenga la mayor información posible con un rendimiento aceptable. Los datos originales están obtenidos a escala 1:1.000 por tanto no se recomienda la impresión y uso a escalas mayores (1:500 u otras).    El WMS se publica de acuerdo a las especificaciones  OGC  en sus versiones 1.1.1 y 1.3.0.  En algún cliente &laquo; GIS  desktop&raquo;, de tipo Software Abierto y Licencia Pública General tipo GNU, se pueden presentar problemas al usar sistemas de coordenadas geográficas con la versión OGC 1.3.0, razón por la cual se añade, en la versión 1.3.0,  el sistema  CRS :84 (longitud, latitud), idéntico a   EPSG :4326 (latitud, longitud).  También se ha detectado en equipos con sistemas operativo Windows que si en Propiedades de Pantalla dentro de Opciones avanzadas se elige una configuración de fuentes distinta del tamaño normal, la visibilidad de escalas en el cliente desktop  se ve afectada en la siguiente forma:   Denominador de la escala de visualización = Denominador de la escala definida * [1+ (porcentaje de aumento de tamaño del fuentes)/100]    Algunos visores, por defecto, ordenan alfabéticamente las capas mostradas, lo que puede alterar la correcta visualización de la información  ";urbanismo-infraestructuras;;12/03/2014;19/11/2013 11:30;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;wms,
Expedientes de contratación adjudicados;" Datos de los expedientes de contratación del Ayuntamiento adjudicados hasta la fecha. Esta información también se encuentra accesible en la web municipal en el apartado Perfil del Contratante. ";hacienda;;12/03/2014;;diaria;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xml,
Contratos programados;" Conjunto de las contrataciones programadas en la actualidad del Ayuntamiento de Madrid. Esta información también se encuentra accesible en la web municipal en el apartado Perfil del Contratante. ";hacienda;;12/03/2014;;diaria;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xml,
Boletín Oficial del Ayuntamiento;" El Boletín Oficial del Ayuntamiento de Madrid es la publicación oficial del Ayuntamiento donde se plasman todas las disposiciones y actos de los organismos municipales. ";sector-publico;;12/03/2014;;diaria;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;rss,
Puntos de interés de transporte para navegadores (estaciones de metro, cercanías, autobuses, taxi);" Información de autobuses interurbanos, autobuses urbanos ( EMT ), Metro ligero de Madrid, Suburbano (Metro), paradas de taxi, Tren (Cercanías). ";urbanismo-infraestructuras;Transportes,;12/03/2014;;trimestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;rdf,gpx,kml,
Notas de prensa;"Notas de prensa relevantes publicados por el Ayuntamiento de Madrid.";sector-publico;;12/03/2014;;tiemporeal;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;rss,

				
